index,pe_ratio,pb_ratio,market_cap,return_on_asset_net_profit,du_return_on_equity,ev,earnings_per_share,revenue,total_expense,date,return
1903,000423.XSHE,27.6112,6.8554,27115732924.0,16.6246,20.0247,25913621099.5,1.1297,1860838300.81,1059674557.21,2012-10-31,-0.09551380107860896
1904,000425.XSHE,8.6125,1.3053,21658960617.0,5.1436,12.3993,46457673390.2,0.95,24803092469.3,22542210825.3,2012-10-31,-0.04191457241808009
1905,000503.XSHE,393.3396,5.5317,6875989861.0,0.2243,0.2854,6643446684.74,0.0039,121134496.87,121006500.5,2012-10-31,0.05751633986928097
1906,000538.XSHE,30.8347,6.9244,45474454375.0,11.2971,18.527,47235305288.2,1.62,9659883123.59,8371228459.74,2012-10-31,-0.035268635376935184
1907,000540.XSHE,14.427,3.6519,8440161127.0,1.9069,17.2201,28460419649.5,0.3007,2109810370.22,1906228749.39,2012-10-31,-0.11821293929020245
1908,000559.XSHE,19.3037,1.8906,6819168097.0,2.5652,5.7372,12433303176.7,0.13699999999999998,5943919533.59,5721439335.89,2012-10-31,-0.05844298728160895
1909,000568.XSHE,14.1709,6.5993,54574418618.0,24.3363,38.2656,57849021748.2,2.1125,8009254739.23,3998256423.83,2012-10-31,-0.1419416373194508
1910,000623.XSHE,19.4147,1.3458,12781525208.0,5.2619,5.8935,14101180532.5,0.6099,1023904322.87,874044000.03,2012-10-31,-0.0944689321768805
1911,000625.XSHE,30.3917,1.6891,25086327261.0,1.8999,5.1036,47810167550.3,0.16,20221387319.8,20841073181.2,2012-10-31,-0.048327370865499264
1912,000627.XSHE,-32.3033,2.8902,3952482409.0,-3.5853,-5.0347,4516692069.11,-0.051,583240203.34,633114921.82,2012-10-31,-0.1095857418111754
1913,000630.XSHE,23.409000000000002,2.3965,25134006580.0,1.6203,6.6121,54656914317.2,0.48,52720749381.9,52023289311.4,2012-10-31,-0.06954777958614278
1914,000651.XSHE,10.2186,2.8115,69451612987.0,5.5617,25.2057,144493615443.0,1.79,77164559079.8,71503460242.1,2012-10-31,0.01645736047513251
1915,000671.XSHE,12.0593,3.0973,5896060995.0,1.9451,14.2439,15471983810.8,0.52,2977316287.01,2639079685.27,2012-10-31,0.12272196786066975
1916,000686.XSHE,1699.5164,2.2512,16097690613.0,1.0435,2.7773,23526156121.8,0.21,867299201.78,719435740.14,2012-10-31,-0.17325673693982158
1917,000709.XSHE,55.6023,0.5878,25166099460.0,0.2638,0.8589,125671825794.0,0.03,86658700984.3,86262695217.9,2012-10-31,-0.012644889357218095
1918,000723.XSHE,-40.0184,3.1474,1415535837.0,-2.9147,-4.9149,1882996922.77,-0.16,880177335.21,913832918.66,2012-10-31,-0.17551525744665347
1919,000725.XSHE,14.2491,1.1809,29476962303.0,-1.3489,-2.5136,58129614650.3,-0.047,17122908001.0,18429230830.0,2012-10-31,-0.05506382185782161
1920,000728.XSHE,44.5913,1.4303,21133716000.0,1.6681,2.4988,29915866263.6,0.19,1156120175.71,705629957.94,2012-10-31,-0.1700849388854361
1921,000738.XSHE,46.8395,2.9178,7552136281.0,2.3785,4.3772,9888012084.78,0.1177,1497957571.62,1374029683.09,2012-10-31,-0.08988721567639094
1922,000750.XSHE,84.4638,6.5342,17095217997.0,1.6748,5.8626,24445479385.9,0.09,1099457674.31,860245903.78,2012-10-31,-0.2788250049988184
1923,000768.XSHE,45.1283,1.8748,17714971846.0,0.0913,0.3889,29764435612.6,0.0166,8777755552.56,8943297215.55,2012-10-31,-0.054540769583142495
1924,000776.XSHE,32.928000000000004,2.4324,76240474056.0,2.3314,5.6668,125198098243.0,0.31,5353234014.21,3053025472.03,2012-10-31,-0.13665326589720306
1925,000783.XSHE,32.597,1.7925,21364816889.0,1.9747,4.6955,36704613168.4,0.23,1704469957.6,1022857318.13,2012-10-31,-0.1753714654872535
1926,000792.XSHE,21.0351,2.5921,39746824983.0,5.9202,12.6038,66893160255.2,1.1494,5888955716.22,3880644542.66,2012-10-31,-0.08363490397085173
1927,000826.XSHE,31.5339,6.4578,12019596944.0,6.761,15.7881,14507912976.0,0.545,1292423959.37,984202451.71,2012-10-31,-0.13551333038739147
1928,000839.XSHE,57.8538,1.6571,9548696995.0,0.9976,1.9059,15460665817.1,0.0703,1358363533.54,1488848007.0,2012-10-31,-0.10345123258306532
1929,000858.XSHE,13.9528,4.4007,127544481792.0,20.5989,29.9482,136650802603.0,2.055,21126603442.7,10427199377.0,2012-10-31,-0.1973220722336677
1930,000876.XSHE,10.1891,1.8796,20713021751.0,8.0722,14.3034,32393719807.9,0.85,55664139016.6,54977120527.8,2012-10-31,-0.11828933637382598
1931,000895.XSHE,24.4918,6.2108,66347440207.0,13.8074,21.2044,70079366433.6,1.9073,29058147237.6,26361365306.0,2012-10-31,-0.09270186926561837
1932,000938.XSHE,40.8524,2.5014,2289548800.0,2.2614,5.4012,3629841099.53,0.225,4369943061.17,4325621096.0,2012-10-31,-0.16382168845444553
1933,000959.XSHE,-17.7702,1.1183,8157946657.0,-3.0058,-4.1408,16582877313.4,-0.1039,7871590700.95,8645646753.26,2012-10-31,-0.09091240211254782
1934,000961.XSHE,12.9075,2.1026,12916301840.0,1.8674,12.2535,43256133484.2,0.61,8189818817.55,7202564691.04,2012-10-31,0.04611302857411183
1935,000963.XSHE,32.1752,7.8659,15014135089.0,7.5914,22.0182,19735423957.4,0.8719,11068013837.3,10451258955.4,2012-10-31,-0.08354701248870107
1936,000983.XSHE,17.9072,2.4651,39894192000.0,4.9245,12.7255,68338771539.8,0.6084,23239421864.1,20325554618.4,2012-10-31,-0.11137553924767986
1937,002007.XSHE,45.1277,5.2942,13408285696.0,8.8367,9.5801,15193027674.4,0.4073,673968499.22,384036436.09,2012-10-31,-0.1663142092081616
1938,002008.XSHE,10.2605,2.6126,8470056426.0,8.4565,17.6822,10607708577.8,0.512,3198315493.26,2753045242.42,2012-10-31,-0.14426759834368524
1939,002024.XSHE,13.2691,1.7607,49761710831.0,3.5491,9.2981,89846683461.0,0.3321,72431467000.0,69526229000.0,2012-10-31,-0.12758981831428445
1940,002027.XSHE,-21.7749,1.9435,1179106952.0,0.2655,0.3822,1385873704.79,0.0077,866513594.86,867829240.26,2012-10-31,-0.0974500447360573
1941,002044.XSHE,30.2107,5.019,1977885000.0,6.1535,9.7842,2313178460.74,0.16899999999999998,479068814.32,428584892.49,2012-10-31,-0.317470073462698
1942,002065.XSHE,20.3325,4.0777,10246012920.0,9.8703,14.7047,13433869779.5,0.5094,2062326530.41,1728348495.67,2012-10-31,-0.1858722598256316
1943,002074.XSHE,38.9556,3.2283,1459399680.0,5.6339999999999995,10.3249,1976424833.5,0.18,505391262.97,448786303.97,2012-10-31,-0.12153239119056244
1944,002081.XSHE,27.9607,7.56,28086398875.0,8.3102,20.7274,33750496707.1,0.9101,8782901950.28,7937354056.53,2012-10-31,-0.08386031100642136
1945,002142.XSHE,6.4022,1.2057,25810193735.0,1.1126,16.6226,341942951787.0,1.16,7625162000.0,3426406000.0,2012-10-31,-0.025684346024658567
1946,002146.XSHE,10.1459,2.5982,19017484952.0,4.0969,19.296,42037853823.2,0.7,8394533604.26,6696504108.59,2012-10-31,0.07873721262787389
1947,002153.XSHE,24.1446,5.6455,6553344000.0,12.7953,14.8686,6755645755.64,0.54,482733431.78,339067236.62,2012-10-31,-0.040092146117414726
1948,002174.XSHE,623.5657,5.5666,1293862768.0,0.4138,0.8290000000000001,1717035227.25,0.023,557152383.26,557654069.48,2012-10-31,-0.1461654542640459
1949,002230.XSHE,65.0639,8.4194,10579682210.0,6.3786,8.1923,11092793937.7,0.26,526942436.77,460544527.31,2012-10-31,-0.12937590899406196
1950,002236.XSHE,43.8037,13.2891,24168362640.0,14.5382,22.74,23830303364.4,0.68,2192882979.01,1854666091.01,2012-10-31,-0.1034653174089545
1951,002241.XSHE,42.0885,6.6104,31834548157.0,8.2268,16.77,35455061911.7,0.71,4531264610.35,3835592503.76,2012-10-31,-0.04662288564969976
1952,002252.XSHE,34.1846,7.5509,6952320000.0,12.9757,15.482999999999999,6351205610.61,0.29,420323906.49,257670365.4,2012-10-31,-0.11899769879826125
1953,002292.XSHE,53.1947,5.5439,7770112000.0,6.6105,7.4683,7859322217.75,0.25,805143182.96,683629777.1,2012-10-31,-0.17606151681800744
1954,002294.XSHE,29.7811,6.8643,16500902400.0,16.5922,19.1803,11936828306.9,1.0,1345545388.73,840443584.69,2012-10-31,-0.01822448398675348
1955,002304.XSHE,21.4865,9.536,127483200000.0,23.4359,41.5158,141684217022.0,4.47,13996989331.0,7699199766.21,2012-10-31,-0.15452345343303867
1956,002310.XSHE,29.3692,6.8606,16312145652.0,8.6083,19.5583,20863209083.3,1.38,2481464020.73,1946024971.99,2012-10-31,-0.07593728506660298
1957,002352.XSHE,32.5122,2.1919,1536379597.0,3.6023,5.1947,1882901066.91,0.47,608196366.16,573288559.33,2012-10-31,-0.05723997498757399
1958,002385.XSHE,26.6059,4.3466,16593120000.0,8.7556,11.859000000000002,18192584782.5,0.54,7292145787.4,6788061902.32,2012-10-31,-0.07487487036118494
1959,002411.XSHE,32.7675,3.0389999999999997,2484540000.0,5.0428,6.7112,2911790407.24,0.23,742393121.58,689190007.16,2012-10-31,-0.16355140186915884
1960,002415.XSHE,33.7626,8.0996,62467821102.0,14.2361,17.0524,56628318000.2,0.62,4797847375.28,3530729927.69,2012-10-31,-0.12057057524188786
1961,002424.XSHE,31.6786,3.5714,6994848000.0,4.697,7.1447,9276396117.01,0.29,832399002.58,664802243.97,2012-10-31,0.020864538722811847
1962,002426.XSHE,40.1497,2.0371,2702767500.0,3.6578,4.9446,3259222747.89,0.162,1276515089.81,1196425917.15,2012-10-31,-0.16443565561302095
1963,002450.XSHE,44.273999999999994,4.9651,14486715600.0,9.4263,15.2135,14851069365.7,0.5333,1459303292.44,1112683719.26,2012-10-31,-0.15355834437602295
1964,002456.XSHE,34.37,7.0758,8265600000.0,6.2114,18.2277,9661783807.2,1.02,2468326102.1,2241931658.19,2012-10-31,-0.13774331903662165
1965,002460.XSHE,49.0266,4.0506,3175500000.0,5.8623,6.9882,3267959913.58,0.35,457843118.05,402998162.18,2012-10-31,-0.2026326440148785
1966,002465.XSHE,34.5027,2.0493,8638519130.0,2.8067,3.2856,9230608823.85,0.42,760086190.64,665239623.06,2012-10-31,-0.12626396698602702
1967,002466.XSHE,94.1519,4.2884,4320330000.0,3.2782,3.8068,4482997812.75,0.26,306848412.77,269745358.97,2012-10-31,-0.15720670228407554
1968,002468.XSHE,-113.4222,2.6855,1935360000.0,1.1117,1.2929,2458328927.72,0.042,888852995.63,892536543.56,2012-10-31,-0.15000862217623734
1969,002470.XSHE,19.1355,2.9502,10262000000.0,8.2204,15.1605,13475914713.5,0.71,8263896162.91,7704462948.09,2012-10-31,-0.14868581473815531
1970,002475.XSHE,43.6691,5.529,11051594400.0,6.9322,9.7015,12508521138.2,0.51,2161773930.28,1877029949.2,2012-10-31,-0.17438692098092645
1971,002500.XSHE,89.9076,2.9568,17926506000.0,1.102,2.4225,25288791287.0,0.06,773358931.0,647156401.0,2012-10-31,-0.2637227329331597
1972,002508.XSHE,20.0835,2.7987,4536320000.0,7.7729,10.3497,5045587947.06,0.63,1322727096.05,1140226917.42,2012-10-31,-0.051910488658852116
1973,002555.XSHE,100.5825,1.8793,1451220000.0,1.3161,1.4343,1445205345.65,0.08199999999999999,231159706.37,219570728.15,2012-10-31,0.02124675324675321
1974,002558.XSHE,30.741999999999997,2.3196,1379210000.0,4.6748,4.7894,1375033379.31,0.48,257136564.53,229521289.94,2012-10-31,-0.11863791852389345
1975,002572.XSHE,24.5809,2.7635,3894800000.0,6.6749,7.5459,3913107530.71,0.49,784168915.32,656959526.32,2012-10-31,-0.02252031952304437
1976,002601.XSHE,20.9349,2.1403,4570280000.0,6.3982,8.8821,5393824119.05,0.98,1492900082.48,1277061118.13,2012-10-31,-0.2644911035381691
1977,002602.XSHE,17.7789,1.1868,1871625000.0,4.8998,5.5392,2114114595.38,0.3292,693511863.35,591994154.76,2012-10-31,-0.11780089665478788
1978,002608.XSHE,29.7803,1.1631,2341710000.0,1.0398,2.8413,6599892088.5,0.39,1659123273.37,1612791303.81,2012-10-31,-0.11488394741113453
1979,002624.XSHE,44.2244,2.9413,1438000000.0,4.0637,5.6769,1614754088.69,0.14,278380001.64,254417605.23,2012-10-31,-0.1376899268429938
1980,002673.XSHE,133.8339,3.3412,16776000000.0,1.5872,4.0174,22716351640.3,0.15,645650421.33,427595210.85,2012-10-31,-0.21172467022172325
1981,300003.XSHE,16.6302,2.8633,7243040000.0,12.7506,13.3495,7575355465.22,0.4004,751525453.42,377339663.57,2012-10-31,-0.11996564451356807
1982,300015.XSHE,38.6369,4.9069,7172688000.0,8.257,10.4678,7554587640.53,0.35,1219477299.55,1028369278.25,2012-10-31,-0.10005349353962636
1983,300017.XSHE,37.0264,3.3031,2692581434.0,6.3264,6.7792,2975405148.71,0.35,556212342.66,499189522.32,2012-10-31,-0.1735187889034043
1984,300024.XSHE,38.763000000000005,5.8753,7664745000.0,7.0442,9.4284,7423250235.24,0.39,755152707.37,642480088.23,2012-10-31,-0.10601843963575086
1985,300027.XSHE,38.4285,5.2135,9023616000.0,4.4278,7.8556,11022223590.4,0.22,707800581.57,643174964.67,2012-10-31,-0.132051176680091
1986,300033.XSHE,66.3348,1.6709,1864128000.0,1.3296,1.4679,2017575480.54,0.12,131379033.68,118495768.32,2012-10-31,-0.11319151518829855
1987,300059.XSHE,44.425,1.7895,3091200000.0,2.5488,2.6989,3518001027.89,0.14,171231662.28,128870471.19,2012-10-31,-0.1521140256318122
1988,300070.XSHE,56.3402,6.2037,20831164200.0,2.661,3.1996,20078171966.1,0.19,708175924.3,571883983.09,2012-10-31,-0.12324982971316127
1989,300072.XSHE,32.4462,3.6062,4412167200.0,4.7161,8.5554,5427123537.13,0.26,611124649.0,489957207.62,2012-10-31,-0.14283782870276485
1990,300122.XSHE,59.6773,5.474,12600000000.0,5.8476,6.3043,12026863372.2,0.36,496960638.2,368272734.29,2012-10-31,0.0298372396674984
1991,300124.XSHE,24.3762,3.0194,7900416000.0,8.8141,9.45,7561748703.76,0.62,860950935.91,626520229.3,2012-10-31,-0.006894363963201947
1992,300136.XSHE,60.3854,3.4478,2332116600.0,2.9106,3.1918,1920824987.17,0.1617,140134724.59,116215723.68,2012-10-31,-0.2052299103863669
1993,300144.XSHE,27.6986,2.4254,6907824000.0,7.0132,7.8374,7587162581.57,0.39,448844863.14,199284722.33,2012-10-31,-0.1163706915325374
1994,300251.XSHE,26.0227,3.0296,5499947200.0,7.192,7.564,5634367760.75,0.57,535620192.12,381910689.04,2012-10-31,-0.1192215304671797
1995,300315.XSHE,56.3215,4.6003,4027672600.0,9.0738,9.3449,4076991264.6,0.36,159261813.74,102485314.18,2012-10-31,-0.03821499013806712
1996,600000.XSHG,4.1814,0.8265,140087570327.0,0.9007,16.4012,3092109062040.0,1.401,60830000000.0,26779000000.0,2012-10-31,-0.006663213411188702
1997,600008.XSHG,17.9874,1.6865,9020000000.0,1.6389,4.5077,21394288951.5,0.11,2043917565.37,1757990456.31,2012-10-31,-0.04387219837863614
1998,600009.XSHG,14.2897,1.4333,22044404645.0,6.742999999999999,7.6507,25759295348.6,0.61,3519846594.61,2376779174.0,2012-10-31,-0.01660282190655419
1999,600010.XSHG,-614.4831,2.9656,37899497588.0,0.1476,0.6254,79604738281.2,0.04,29511946122.0,29103666694.0,2012-10-31,-0.18306559571619813
2000,600015.XSHG,4.8267,0.8046,57263707487.0,0.6824,13.5943,1422449237020.0,1.03,29372000000.0,17151000000.0,2012-10-31,0.008367974950062002
2001,600018.XSHG,12.2829,1.2221,56205293736.0,5.1643,7.7199,83550003860.9,0.1549,21438429924.8,16644017461.9,2012-10-31,-0.004087385482734183
2002,600019.XSHG,6.8527,0.7159,81080782647.0,4.7489,9.8209,183158518797.0,0.62,146086148096.0,143033905429.0,2012-10-31,0.008645884072089592
2003,600021.XSHG,12.5637,1.5129,9864197975.0,2.0662,8.3015,31228143090.8,0.2407,10808110322.1,10555468315.6,2012-10-31,-0.11496206522810115
2004,600031.XSHG,9.952,2.9605,68191481110.0,10.5242,27.5171,113338047257.0,0.77,40699468000.0,34153065000.0,2012-10-31,-0.09241990472909567
2005,600038.XSHG,43.7694,3.34,5161455000.0,1.9514,4.8312,8060146618.4,0.2184,1397379309.79,1301037042.49,2012-10-31,0.005228933431655119
2006,600048.XSHG,11.5183,2.0957,79303117684.0,2.1414,10.453,275541533382.0,0.54,31307091184.2,25213701302.1,2012-10-31,0.03239511417950091
2007,600050.XSHG,41.0112,1.0486,75247917202.0,1.1672,2.5668,327447260192.0,0.0865,190639400839.0,184166008077.0,2012-10-31,-0.10704727921498658
2008,600061.XSHG,-198.2121,3.3352,1935164059.0,-0.3044,-0.8126,3109403179.97,-0.011000000000000001,2329423400.69,2336587427.59,2012-10-31,-0.15744584837545136
2009,600066.XSHG,10.8893,2.2017,15036710099.0,9.2639,19.149,21162682414.9,0.82,13309007254.1,12285957081.2,2012-10-31,-0.024381554285360218
2010,600068.XSHG,11.6537,1.4502,17681417013.0,2.0549,10.7641,75841050998.0,0.36,40106963913.6,38478686421.4,2012-10-31,-0.06509833484845136
2011,600074.XSHG,-20.0499,9.9378,2201931864.0,-7.0223,-49.8713,4394693983.98,-0.22699999999999998,1336637802.61,1539815287.05,2012-10-31,0.21321614583333334
2012,600085.XSHG,44.8847,6.406000000000001,23814781562.0,8.8282,12.1691,25138884391.9,0.336,5836589030.34,5015152652.97,2012-10-31,-0.06342602104878661
2013,600089.XSHG,16.0202,1.1924,16024203827.0,2.1601,6.0214,40922554421.2,0.3003,14773328062.0,14160384369.3,2012-10-31,-0.04603675879249117
2014,600100.XSHG,20.5343,1.7998,15384806576.0,1.2863,3.1995,40020864184.4,0.1375,15117062206.1,15356732858.0,2012-10-31,-0.1330721131529367
2015,600104.XSHG,6.8636,1.2473,142891343512.0,8.3801,14.8726,313036156117.0,1.463,353181822270.0,334643193256.0,2012-10-31,0.08565535732700841
2016,600109.XSHG,63.2862,4.27,14393484164.0,2.5443,6.9783,21049166172.3,0.231,1136310255.37,825352480.92,2012-10-31,-0.1181392045454545
2017,600111.XSHG,33.827,9.9883,68955592680.0,12.9053,26.9516,89794507859.4,0.698,8262201480.58,5574731836.21,2012-10-31,0.08605216264377137
2018,600118.XSHG,36.3616,4.0489999999999995,9321809532.0,3.6711,8.0406,12819133103.2,0.16,2701812207.28,2482641868.62,2012-10-31,-0.02064698603500091
2019,600153.XSHG,6.2028,1.2989,11636303853.0,2.3935,13.1062,62221610342.7,0.5,62480456128.7,60598634820.5,2012-10-31,-0.03462484064833361
2020,600157.XSHG,21.9689,1.8103,14759122076.0,2.7098,10.068999999999999,34719001882.9,0.3131,4990919110.77,3917008998.68,2012-10-31,-0.0598674791063163
2021,600170.XSHG,10.9429,1.4972,16906004940.0,1.5465,9.8735,81921707570.2,0.39,65296085227.1,64375929261.3,2012-10-31,-0.0574587143442064
2022,600177.XSHG,9.9158,1.2814,15964805853.0,2.3291,8.847000000000001,51311930658.7,0.49,7716719068.94,6674043131.05,2012-10-31,-0.07809305340846759
2023,600196.XSHG,19.1456,2.2352,22807906866.0,5.8897,10.9455,29107237753.2,0.57,5387845935.96,5169344744.07,2012-10-31,-0.09332713617205572
2024,600208.XSHG,16.5448,1.9521,20529053607.0,1.0721,4.0658,52851949325.0,0.066,3457727298.04,3503423073.12,2012-10-31,-0.030499403552890426
2025,600219.XSHG,14.6519,0.7845,12475296493.0,3.2301,3.8885,16702018646.8,0.32,11177791425.1,10429461048.9,2012-10-31,-0.0418618390513566
2026,600221.XSHG,12.3073,1.0747,25278027214.0,1.9864,8.9499,88119079261.0,0.38,22121980000.0,20645540000.0,2012-10-31,-0.08918837068443371
2027,600233.XSHG,14.0738,1.5142,1463550000.0,5.7322,5.4736,1452887508.42,0.3153,635553054.17,532889863.62,2012-10-31,-0.19166058780619805
2028,600271.XSHG,13.7814,2.6471,13620150000.0,12.7745,15.0188,16816977056.1,0.81,10556687009.2,9444570544.81,2012-10-31,-0.1796520649319646
2029,600276.XSHG,36.8199,7.5235,37158769866.0,16.3816,17.5546,37815390704.5,0.5913,4039598528.95,3023547728.03,2012-10-31,-0.07288140761747944
2030,600297.XSHG,44.3345,2.3268,2058000000.0,3.1404,5.445,2334019139.67,0.1315,635561469.09,619699276.65,2012-10-31,-0.14286692223439218
2031,600309.XSHG,15.0731,3.8913,29602362317.0,11.0601,22.1656,41220969586.7,0.76,11420363881.0,8983701009.13,2012-10-31,-0.051129926044949967
2032,600340.XSHG,10.8271,4.546,18335112850.0,4.6005,43.7477,47876603097.8,1.13,6902491252.59,4919619913.06,2012-10-31,0.05194382440476186
2033,600352.XSHG,15.1907,1.1939,8663653987.0,2.7281,6.4052,15647138155.6,0.3054,5917035985.63,5514363235.61,2012-10-31,-0.07288974226423454
2034,600369.XSHG,81.1455,2.0885,21367501970.0,1.1913,2.0094,27937002382.2,0.09,811821464.72,568238677.88,2012-10-31,-0.2141269507030719
2035,600372.XSHG,47.5267,5.569,20771654691.0,3.9907,8.1035,27185408300.7,0.2002,3449608997.19,3074549250.7,2012-10-31,-0.2195460385438972
2036,600373.XSHG,17.3433,2.2375,8559727322.0,5.3939,11.4597,13751085523.5,0.77,8032887308.02,7614878991.98,2012-10-31,-0.2001255245572798
2037,600376.XSHG,7.8981,1.2704,15320418750.0,0.5821,3.2699,72555115538.4,0.26,4396384944.35,4066275951.22,2012-10-31,-0.011712688746141623
2038,600383.XSHG,6.7235,1.0992,23251844574.0,1.3077,4.4061,97738388595.6,0.21,11736660691.2,10299234530.2,2012-10-31,0.017318893539742614
2039,600390.XSHG,-16.2576,3.1639999999999997,1725339000.0,0.2446,0.7873,2618779906.2,0.0267,629201531.39,647145446.63,2012-10-31,-0.13821892393320967
2040,600406.XSHG,30.2463,8.4586,27950049211.0,7.3389999999999995,15.3346,31606353291.5,0.22,3432998733.0,2966383064.66,2012-10-31,-0.1939098128999253
2041,600415.XSHG,26.0525,2.1499,17472717505.0,3.346,7.3858,26727969283.9,0.22,2674360387.26,1936748619.07,2012-10-31,-0.05761983471074384
2042,600436.XSHG,40.3846,10.0208,13816600000.0,15.2716,22.1829,14913250693.4,1.81,898302248.36,591310604.55,2012-10-31,-0.0503584908124486
2043,600482.XSHG,43.608000000000004,2.7937,3466720000.0,1.7677,4.9148,5690712692.11,0.13,3462915948.06,3388120417.85,2012-10-31,-0.15557700674352842
2044,600485.XSHG,1956.3866,2.1529,1015835380.0,-2.7880000000000003,-3.8672,1212857363.72,-0.134,170494187.22,197766840.55,2012-10-31,-0.13643565438304148
2045,600489.XSHG,29.3962,4.9094,46503014993.0,7.7436,12.9372,61718219215.5,0.4,27036948363.4,24905527370.1,2012-10-31,-0.05379694135279911
2046,600498.XSHG,20.8125,2.0811,10722891143.0,3.6988,8.4537,17878930396.9,0.84,5915167031.46,5705674392.38,2012-10-31,-0.2240243960547005
2047,600518.XSHG,27.2555,3.6821,37356159066.0,6.2458,10.3795,41596259368.7,0.45799999999999996,7896450253.36,6743193819.47,2012-10-31,-0.13008353073182907
2048,600519.XSHG,20.3568,8.2146,256783441200.0,29.6681,37.0487,260258754408.0,10.04,19931438600.5,5247248428.45,2012-10-31,-0.1266678794042099
2049,600522.XSHG,16.382,1.3114,5699439164.0,4.3556,6.6941,8734000817.31,0.413,4183709259.75,3826889094.4,2012-10-31,-0.15699129057798902
